日期,代號,名稱,動作,股數,價格,實現損益
2026-02-11,1529,樂事綠能,進場YoY277%,33466,24.95,
2026-02-11,6727,亞泰金屬,進場YoY266%,4315,193.5,
2026-02-11,6654,天正國際,進場YoY207%,8901,93.8,
2026-02-11,2363,矽統,進場YoY172%,15181,55.0,
2026-02-11,3528,安馳,進場YoY152%,11581,72.1,
2026-02-11,3017,奇鋐,進場YoY150%,500,1605.0,
2026-03-04,2363,矽統,出清,15181,48.4,-100195
2026-03-04,3528,安馳,出清,11581,66.3,-67170
2026-03-04,4768,晶呈科技,進場YoY229%,1789,454.5,
2026-03-04,3691,碩禾,進場YoY196%,5742,119.0,
2026-03-09,6727,亞泰金屬,出清,4315,183.0,-45308
2026-03-09,6654,天正國際,出清,8901,88.5,-47175
2026-03-09,2406,國碩,進場YoY189%,24271,32.05,
2026-03-09,4989,榮科,進場YoY170%,12669,61.4,
2026-03-30,1529,樂事綠能,出清,33466,23.55,-46852
2026-03-30,8472,納維康,進場YoY202%,10204,77.8,
2026-03-31,3691,碩禾,出清,5742,103.5,-89001
2026-04-01,8996,高力,進場YoY206%,654,908.0,
2026-04-02,2406,國碩,出清,24271,30.8,-30339
2026-04-02,5484,慧友,進場YoY184%,17097,43.35,
2026-04-13,5484,慧友,出清,17097,38.9,-76082
2026-04-13,2485,兆赫,進場YoY200%,8201,80.8,
2026-04-24,8472,納維康,出清,10204,68.5,-94897
2026-04-24,8112,至上,進場YoY192%,8426,82.4,
2026-04-30,2485,兆赫,出清,8201,58.7,-181242
2026-04-30,8299,群聯,進場YoY221%,254,1900.0,
2026-05-14,4768,晶呈科技,出清,1789,462.0,13418
2026-05-14,6903,巨漢,進場YoY297%,1988,410.0,
2026-06-08,4989,榮科,出清,12669,83.1,274917
2026-06-08,8112,至上,出清,8426,84.7,19380
2026-06-08,2344,華邦電,進場YoY182%,5626,154.0,
2026-06-08,3691,碩禾,進場YoY163%,5608,154.5,
2026-06-10,3017,奇鋐,出清,500,2360.0,377500
2026-06-10,6903,巨漢,出清,1988,370.0,-79520
2026-06-10,2406,國碩,進場YoY143%,23495,35.85,
2026-06-10,5410,國眾,進場YoY122%,20979,40.15,
2026-07-02,8299,群聯,出清,254,2240.0,86360
2026-07-02,4934,太極,進場YoY281%,44706,18.1,
2026-07-07,4934,太極,出清,44706,16.85,-55882
2026-07-07,2101,南港,進場YoY159%,21994,34.1,
2026-07-09,3691,碩禾,出清,5608,142.0,-70100
2026-07-09,3006,晶豪科,進場YoY297%,3337,237.0,
2026-07-14,8996,高力,出清,654,1175.0,174618
2026-07-14,5410,國眾,出清,20979,37.75,-50350
2026-07-14,6179,亞通,進場YoY229%,28779,27.8,
2026-07-14,5314,世紀*,進場YoY168%,11027,68.2,
2026-07-16,2406,國碩,出清,23495,33.95,-44640
2026-07-16,5314,世紀*,出清,11027,64.2,-44108
2026-07-16,7828,創新服務,進場YoY256%,367,2160.0,
2026-07-16,3167,大量,進場YoY140%,828,851.0,
2026-07-17,3006,晶豪科,出清,3337,198.0,-130143
2026-07-17,6179,亞通,出清,28779,24.8,-86337
2026-07-17,3167,大量,出清,828,766.0,-70380
2026-07-20,2344,華邦電,出清,5626,151.0,-16878
2026-07-21,3702,大聯大,進場YoY132%,6422,111.5,
2026-07-21,4534,慶騰,進場YoY112%,19618,36.5,
2026-07-21,3706,神達,進場YoY81%,7843,91.3,
2026-07-21,4916,事欣科,進場YoY81%,6485,107.0,
2026-07-27,7828,創新服務,出清,367,1585.0,-211025
2026-07-28,3702,大聯大,出清,6422,110.0,-9633
2026-07-28,4916,事欣科,出清,6485,97.1,-64202
2026-07-29,2101,南港,出清,21994,32.25,-40689
2026-07-29,4534,慶騰,出清,19618,29.8,-131441
2026-07-29,3706,神達,出清,7843,85.3,-47058
2026-08-05,8271,宇瞻,進場YoY201%,2852,227.0,
2026-08-05,3229,晟鈦,進場YoY99%,14630,44.25,
2026-08-05,3022,威強電,進場YoY80%,6633,97.6,
2026-08-05,6214,精誠,進場YoY77%,4231,153.0,
2026-08-05,6574,霈方,進場YoY74%,4980,130.0,
2026-08-05,2395,研華,進場YoY73%,983,633.0,
2026-08-21,6574,霈方,出清,4980,118.5,-57270
2026-08-21,6179,亞通,進場YoY298%,21603,27.2,
2026-09-03,3022,威強電,出清,6633,87.2,-68983
2026-09-03,2465,麗臺,進場YoY281%,5980,96.2,
