代號,名稱,市場,產業,當月營收(千元),當月YoY%,累計YoY%,第二月依據,公司備註
6199,天品,上櫃,其他,77561.0,316.3,679.0,累計YoY 679.0%（無上月快照）,"主係伺服器潔淨較去年本月增加56,569仟元，較去年累計增加351,465仟元;殯葬部份較去年累計增加135,135仟元。"
2451,創見,上市,半導體業,5195090.0,307.7,402.7,累計YoY 402.7%（無上月快照）,本月營收較去年同期增加主係市場價格上漲所致
6179,亞通,上櫃,其他,1097072.0,298.4,121.1,累計YoY 121.1%（無上月快照）,係因本期&#12079;程投&#12042;較去年同期增加所致
2344,華邦電,上市,半導體業,26773179.0,291.5,161.0,累計YoY 161.0%（無上月快照）,受市場供需影響。
8171,天宇,上櫃,綠能環保,80034.0,287.8,95.2,累計YoY 95.2%（無上月快照）,本月及本年累計營收較去年同期增加主要係太陽能及儲能工程收入增加所致
7711,永擎,上市,電腦及週邊設備業,5143796.0,286.2,70.8,累計YoY 70.8%（無上月快照）,客戶需求強勁
2465,麗臺,上市,電腦及週邊設備業,1070629.0,280.9,176.7,累計YoY 176.7%（無上月快照）,本月及本年累計營收較去年同期分別增加280.88%及176.72%，主係受惠於全球市場之人工智能應用相關產品需求所致。
3041,揚智,上市,半導體業,184990.0,270.6,61.1,累計YoY 61.1%（無上月快照）,去年受國際情勢影響代理商下單保守，今年需求回穩，營收成長。
5534,長虹,上市,建材營造,906787.0,269.8,63.4,累計YoY 63.4%（無上月快照）,本月營收較去年同期增加，主要係因本月過戶交屋數額較去年同期增加所致。
4772,台特化,上櫃,化學工業,324218.0,269.3,263.8,累計YoY 263.8%（無上月快照）,合併弘潔科技營業收入
6640,均華,上櫃,半導體業,688933.0,266.0,72.7,累計YoY 72.7%（無上月快照）,配合客戶出貨
5475,德宏,上櫃,電子零組件業,229336.0,264.0,149.9,累計YoY 149.9%（無上月快照）,市場價格及需求數量上漲
2073,雄順,上櫃,鋼鐵工業,147018.0,247.8,58.0,累計YoY 58.0%（無上月快照）,主因今年第二季起開始增加購料含料自製生產銷售，使得營業收入增加。
6576,逸達,上櫃,生技醫療業,30280.0,242.1,26.5,累計YoY 26.5%（無上月快照）,本月營收較去年同期增加，係因前期未有銷貨收入所致。
2442,新美齊,上市,建材營造,47983.0,233.9,396.7,累計YoY 396.7%（無上月快照）,本年累計營收較去年同期增加，主係本期營建專案交屋認列收入增加所致。
4973,廣穎電通,上櫃,半導體業,1008161.0,228.1,126.7,累計YoY 126.7%（無上月快照）,本月營收較去年同期增加係因市場價格上漲所致
6425,易發,上櫃,電機機械,178759.0,226.9,51.7,累計YoY 51.7%（無上月快照）,因應客戶產能建置，以致使我司營收相較去年同期增加。
6541,泰福-KY,上市,生技醫療業,53787.0,218.6,258.4,累計YoY 258.4%（無上月快照）,CDMO業務主要採完工比例認列，依投入工時計算。
5514,三豐,上櫃,建材營造,1528.0,217.0,19921.8,累計YoY 19921.8%（無上月快照）,本月營收因認列委建收入，致使較去年同期增加。本年累計營收因委建及三豐AIT完工認列收入，致使本年累計營收較去年同期增加。
8487,愛爾達-創,上市,數位雲端,272891.0,207.5,80.3,累計YoY 80.3%（無上月快照）,月營收年增率207.49%、年營收年增率80.32%，主係本月轉播FIFA世界盃足球賽所致。
3135,凌航,上市,半導體業,1967120.0,204.3,247.3,累計YoY 247.3%（無上月快照）,市場價格上漲及需求增加。
6654,天正國際,上櫃,其他電子業,90547.0,203.5,116.8,累計YoY 116.8%（無上月快照）,主係因為客戶需求增加及新設備出貨所致
7750,新代,上市,電機機械,2869712.0,202.6,95.4,累計YoY 95.4%（無上月快照）,開發客戶及穩固市場關係策略，成果持續發酵。
2025,千興,上市,鋼鐵工業,112761.0,200.8,144.7,累計YoY 144.7%（無上月快照）,本月及本年營收較去年同期增加，係因鎳價上漲帶動不銹鋼售價提高，另一因素為去年基期較低，造成增加數大幅成長。
6907,雅特力-KY,上櫃,半導體業,402798.0,198.5,104.9,累計YoY 104.9%（無上月快照）,終端市場需求成長帶動營收大幅增加
2305,全友,上市,電腦及週邊設備業,178558.0,197.8,96.8,累計YoY 96.8%（無上月快照）,"受惠於AI及大數據發展,光電子設備需求強勁"
4154,樂威科-KY,上櫃,其他,5455.0,197.4,57.5,累計YoY 57.5%（無上月快照）,115年7月增加服飾配件銷售業務、泰國房屋租賃維持滿租，故營收增加。
6933,AMAX-KY,上市,電腦及週邊設備業,1439432.0,197.4,36.6,累計YoY 36.6%（無上月快照）,本期營收受惠於核心產品市場需求持續成長，相關業務穩健推進，帶動整體營運規模擴大，並逐步展現AI基礎設施市場布局成效。
2542,興富發,上市,建材營造,4808113.0,196.6,404.3,累計YoY 404.3%（無上月快照）,本期較去年同期增加，係本期認列「青山440」、「福山案」、「復興北」、「VVS1」、「市政愛&#24742;」等新建案收入所致。
8047,星雲,上櫃,其他電子業,87002.0,193.6,32.8,累計YoY 32.8%（無上月快照）,主係新增合併個體-天良
5522,遠雄,上市,建材營造,3552998.0,189.2,453.3,累計YoY 453.3%（無上月快照）,本月及截至本月累計營收較去年同期增加，主要係交屋量較去年同期完工可交屋成屋量增加所致。
2438,翔耀,上市,光電業,137900.0,185.6,60.8,累計YoY 60.8%（無上月快照）,因國軍服裝供售案營運實質改變，自115年起營收認列方式由代採購淨額利潤認列營收改為實質買賣銷售認列營收，因此較去年同期增加
6589,台康生技,上市,生技醫療業,211799.0,184.0,70.9,累計YoY 70.9%（無上月快照）,本月及本年營收較去年同期增加主係自有產品之授權金逐步認列及CDMO業務成長所致。
3631,晟楠,上櫃,電子零組件業,6997.0,181.8,43.0,累計YoY 43.0%（無上月快照）,本月收入較去年同期營收增多肇因於錫价上漲50%多
2337,旺宏,上市,半導體業,7724730.0,180.5,137.8,累計YoY 137.8%（無上月快照）,受市場需求增加影響。
6691,洋基工程,上市,其他電子業,4763774.0,177.1,98.1,累計YoY 98.1%（無上月快照）,本月營收較去年同期增加177.06%，主要係因本月正在投入進行的專案較去年同期增加所致。
3081,聯亞,上櫃,通信網路業,501210.0,176.5,121.0,累計YoY 121.0%（無上月快照）,數據中心產品出貨量較同期增加
2360,致茂,上市,其他電子業,5434240.0,175.3,101.5,累計YoY 101.5%（無上月快照）,訂單增長，營運動能強勁
6111,光聚晶電,上櫃,文化創意業,1149419.0,174.7,152.1,累計YoY 152.1%（無上月快照）,新增子公司光罩(股票代號:2338)營收
2724,藝舍-KY,上櫃,其他,34185.0,174.6,44.6,累計YoY 44.6%（無上月快照）,營收增加係因代銷個案銷售及裝潢收入成長所致。
6113,亞矽,上櫃,電子通路業,120638.0,170.4,64.9,累計YoY 64.9%（無上月快照）,產品需求增加所致
5508,永信建,上櫃,建材營造,275059.0,170.3,42.5,累計YoY 42.5%（無上月快照）,營收隨完工案量多寡而變化乃屬建設業特性，故本期業績大幅成長尚屬合理。
5443,均豪,上櫃,半導體業,837103.0,165.6,22.4,累計YoY 22.4%（無上月快照）,配合客戶出貨
8271,宇瞻,上市,半導體業,2791191.0,165.0,235.5,累計YoY 235.5%（無上月快照）,本月營收較去年同期增加係因市場價格大幅上漲所致
4934,太極,上市,光電業,16682.0,163.9,157.9,累計YoY 157.9%（無上月快照）,受惠於子公司營收挹注，本月及累計營收較去年同期成長。
3266,昇陽,上市,建材營造,177536.0,163.1,66.1,累計YoY 66.1%（無上月快照）,因營建收入受政策、全部完工法及建案規模不同等影響，故營收波動較大。
6903,巨漢,上櫃,其他電子業,600396.0,160.9,254.5,累計YoY 254.5%（無上月快照）,本月營收較去年同期增加50%以上，主係目前進行中之專案本月進入施工高峰期所致
4931,新盛力,上櫃,電腦及週邊設備業,449435.0,159.5,82.0,累計YoY 82.0%（無上月快照）,因資料中心需求上升，故本月及本年累計營收較去年同期增加。
3443,創意,上市,半導體業,5769170.0,158.4,102.5,累計YoY 102.5%（無上月快照）,主要為晶圓產品收入增加
6152,百一,上市,通信網路業,302252.0,156.1,45.6,累計YoY 45.6%（無上月快照）,客戶需求增加
6515,穎崴,上市,半導體業,1600351.0,155.6,82.3,累計YoY 82.3%（無上月快照）,受惠於全球AI及HPC客戶需求持續強勁，高階測試座Coaxial Socket及 MEMS 探針卡持續拉貨，本月營收變動達50%以上。
3167,大量,上市,電機機械,1146916.0,152.9,131.8,累計YoY 131.8%（無上月快照）,主係因客戶需求量增加所致
2547,日勝生,上市,建材營造,1221328.0,152.3,60.2,累計YoY 60.2%（無上月快照）,本月及本年度增加除工案工進增加外，主係建案完工陸續交屋所致。
5314,世紀*,上櫃,其他,552778.0,149.6,159.9,累計YoY 159.9%（無上月快照）,本月主要成長係生技產品營收增加及子公司營收增加，致本月及本年度營收較去年同期增加。
6531,愛普*,上市,半導體業,1103906.0,144.6,102.9,累計YoY 102.9%（無上月快照）,因市場需求相對增加所致
2425,承啟,上市,電腦及週邊設備業,1909626.0,143.6,120.8,累計YoY 120.8%（無上月快照）,"1.主係為子公司營業收入增加。2.以上金額包含停業單位營業收入115年1-7月8,948,919仟元,114年1-7月3,124,389仟元"
1340,勝悅-KY,上市,塑膠工業,7274.0,138.9,35.6,累計YoY 35.6%（無上月快照）,公司停業舊營業項目並新增項目，營收較去年成長；更正114年第3季及全年財報，致本、去年營收及累積營收產生差異。
6210,慶生,上櫃,電子零組件業,42873.0,138.8,58.7,累計YoY 58.7%（無上月快照）,訂單增加
8499,鼎炫-KY,上市,其他電子業,376778.0,135.9,93.6,累計YoY 93.6%（無上月快照）,較去年同期增加比率大於50%係因於2025年8、9月分別收購常州威斯雙聯科技有限公司及蘇州德佑新材料科技有限公司所致
1449,佳和,上市,紡織纖維,371228.0,133.6,46.4,累計YoY 46.4%（無上月快照）,訂單增加
8087,麗升能源,上櫃,綠能環保,27557.0,133.5,264.7,累計YoY 264.7%（無上月快照）,本月及本年累計營收較去年同期及去年累計數增加，主要係因本月EPC工程案件依進度認列收入所致。
2485,兆赫,上市,通信網路業,311758.0,133.4,87.7,累計YoY 87.7%（無上月快照）,因客戶端產品驗證通過，正式進入量產與備貨階段，帶動出貨量顯著提升，致使本月營收較去年同期大幅成長。
2467,志聖,上市,電子零組件業,1167511.0,132.7,87.0,累計YoY 87.0%（無上月快照）,係因客戶需求提升，以致115年7月單月營收成長率較去年同期增加132.73%；115年累計營收成長率較去年同期增加87.05%。
3515,華擎,上市,電腦及週邊設備業,6610427.0,131.3,18.9,累計YoY 18.9%（無上月快照）,"“本年累計營業收入淨額”採年平均匯率計算,“本月營業收入淨額”採該月平均匯率計算,故累計營收淨額與各月營收淨額加總會有差異"
2382,廣達,上市,電腦及週邊設備業,366274080.0,131.3,92.7,累計YoY 92.7%（無上月快照）,產品組合變更
2383,台光電,上市,電子零組件業,19206698.0,129.4,89.4,累計YoY 89.4%（無上月快照）,受惠於AI伺服器成長力道
4916,事欣科,上市,電腦及週邊設備業,520554.0,128.9,58.4,累計YoY 58.4%（無上月快照）,受惠於國防、航太及通訊客戶需求強勁，低軌道衛星產品持續拉貨，本月營收變動達50%以上。
4739,康普,上市,化學工業,975627.0,128.9,121.3,累計YoY 121.3%（無上月快照）,本月營收及累計營收較去年同期增加，主係動力電池材料銷售增加。
6658,聯策,上市,其他電子業,198794.0,128.2,17.8,累計YoY 17.8%（無上月快照）,配合客戶訂單時程交貨，故本月營收較去年本月上升
7631,聚賢研發-創,上市,其他電子業,166857.0,128.2,116.2,累計YoY 116.2%（無上月快照）,本月營收較去年同期成長，主要受惠於新加坡訂單挹注。
7767,仁大資訊,上櫃,資訊服務業,322536.0,127.4,49.1,累計YoY 49.1%（無上月快照）,主係因應客戶需求，於本月持續出貨所致。
2347,聯強,上市,電子通路業,72339062.0,126.9,84.5,累計YoY 84.5%（無上月快照）,本月營收較去年同期增加127%，主係受惠於AI建置熱潮帶動資料中心相關產品市場需求所致；另自結數前期調整列入累計營收
8937,合騏*,上櫃,其他,7783.0,125.9,839.1,累計YoY 839.1%（無上月快照）,客戶需求增加帶動營收
4806,桂田文創,上櫃,文化創意業,11713.0,125.0,173.3,累計YoY 173.3%（無上月快照）,各業務團隊的整合開始發揮綜效，形塑娛樂產業一條龍的完整服務架構。
6274,台燿,上櫃,電子零組件業,5908074.0,121.5,91.3,累計YoY 91.3%（無上月快照）,產品組合優化
2501,國建,上市,建材營造,2481445.0,119.7,35.3,累計YoY 35.3%（無上月快照）,本月交屋入帳增加
6465,威潤,上櫃,通信網路業,45076.0,119.2,85.7,累計YoY 85.7%（無上月快照）,本月因增加其他電子產品銷售、致本月較上期營收增加
3028,增你強,上市,電子通路業,7334078.0,117.6,96.8,累計YoY 96.8%（無上月快照）,主要係因記憶體產品及AI伺服器電源相關應用產品銷售額增加所致。
3147,大綜,上櫃,資訊服務業,1565626.0,117.4,101.2,累計YoY 101.2%（無上月快照）,主要係出貨處於高峰期，致本月營收與累計營收較去年同期大幅增加。
3324,雙鴻,上櫃,其他電子業,3765466.0,116.7,83.3,累計YoY 83.3%（無上月快照）,成長動能來自AI伺服器液冷散熱系統市佔率持續攀升。
8068,全達,上櫃,電子通路業,112884.0,116.4,78.6,累計YoY 78.6%（無上月快照）,新增子公司營收
6863,永道-KY,上市,通信網路業,566039.0,116.2,39.4,累計YoY 39.4%（無上月快照）,本月較去年同期成長116.16%，係去年同期收入受對等關稅影響。
6225,天瀚,上市,光電業,2753.0,112.9,36.9,累計YoY 36.9%（無上月快照）,本期營收增加，主要係本公司客戶端需求增加所致。
6234,高僑,上櫃,光電業,60801.0,111.5,27.8,累計YoY 27.8%（無上月快照）,本月專案驗收入帳金額較高
1599,宏佳騰,上櫃,電機機械,249147.0,111.4,17.9,累計YoY 17.9%（無上月快照）,市場需求提升客戶增加拉貨所致
6588,東典光電,上櫃,通信網路業,30934.0,110.5,129.0,累計YoY 129.0%（無上月快照）,光通與網通需求回升帶動營收回穩
7810,捷創科技,上櫃,半導體業,83863.0,109.8,74.2,累計YoY 74.2%（無上月快照）,本月營收及本年累計營收較去年同期增加50%以上之原因，主要係各產品線銷售較去年同期成長所致。
6693,廣閎科,上櫃,半導體業,242458.0,108.9,87.4,累計YoY 87.4%（無上月快照）,終端需求增加及新品導入量產
6885,全福生技,上市,生技醫療業,839.0,108.7,267.1,累計YoY 267.1%（無上月快照）,諮詢服務收入、含子公司營業收入
4523,永彰,上櫃,電機機械,67130.0,106.5,75.9,累計YoY 75.9%（無上月快照）,主係本期專案結案及工程收入認列所致。
2072,世紀風電,上市,綠能環保,1571712.0,105.7,68.6,累計YoY 68.6%（無上月快照）,本月營收較去年本月增加，主要係因本月承接工程案件依進度認列收入較高所致
5291,邑昇,上櫃,電子零組件業,185331.0,105.6,43.5,累計YoY 43.5%（無上月快照）,主要為客戶需求增加所致。
4989,榮科,上市,電子零組件業,339461.0,105.4,68.9,累計YoY 68.9%（無上月快照）,主係銷售量增加及銅價上漲
4542,科嶠,上櫃,電子零組件業,116044.0,104.5,41.6,累計YoY 41.6%（無上月快照）,受益於半導體需求強勁與訂單增加，加上機台出貨順暢及設備陸續完成驗收，帶動交付效率提升，本期營收較去年同期顯著成長。
7744,崴寶,上櫃,電子零組件業,460037.0,104.4,90.6,累計YoY 90.6%（無上月快照）,主係客戶訂單增加及產品組合變化所致。
8093,保銳,上櫃,電子零組件業,23222.0,104.4,42.6,累計YoY 42.6%（無上月快照）,大陸內陸銷售增加所致
5498,凱崴,上櫃,電子零組件業,226252.0,103.0,68.0,累計YoY 68.0%（無上月快照）,主係鑽針收入成長，因AI產品暢旺，對鑽針的消耗大幅增加，鑽針需求量及價格皆有所提升。
8021,尖點,上市,其他電子業,730488.0,102.6,72.3,累計YoY 72.3%（無上月快照）,本月增減百分比或本年增減百分比達50%以上：主要係市場需求增加所致。
6245,立端,上櫃,通信網路業,1053432.0,102.5,18.0,累計YoY 18.0%（無上月快照）,係因客戶出貨需求增加所致。
6716,應廣,上櫃,半導體業,169513.0,102.1,60.3,累計YoY 60.3%（無上月快照）,基期低及下游客戶備貨增加
1316,上曜,上市,建材營造,695494.0,102.0,127.1,累計YoY 127.1%（無上月快照）,主因子公司營收上升，致本年度營收較去年同期增加。
3709,鑫聯大投控,上櫃,電腦及週邊設備業,6513387.0,101.5,41.1,累計YoY 41.1%（無上月快照）,DRAM及CPU持續熱持，並有大型專案出貨。
6196,帆宣,上市,其他電子業,7518568.0,101.4,47.4,累計YoY 47.4%（無上月快照）,115年7月單月合併營收較去年同期增加，主要係銷貨收入及工程收入增加所致。
7769,鴻勁,上市,半導體業,5245898.0,100.8,93.2,累計YoY 93.2%（無上月快照）,主要係因市場需求較去年同期成長所致。
6629,泰金-KY,上櫃,居家生活,240320.0,99.5,92.5,累計YoY 92.5%（無上月快照）,新系列產品訂單成長
6739,竹陞科技,上櫃,其他電子業,138046.0,99.5,97.1,累計YoY 97.1%（無上月快照）,因客戶產線升級需求
8024,佑華,上櫃,半導體業,16239.0,99.5,22.1,累計YoY 22.1%（無上月快照）,本月營收較去年同期增加，主係客戶需求增加。
7788,松川精密,上市,電子零組件業,986396.0,99.4,36.9,累計YoY 36.9%（無上月快照）,去年同期基期較低、主要客戶訂單增加，致營收成長。
6570,維田,上櫃,電腦及週邊設備業,106949.0,99.2,28.3,累計YoY 28.3%（無上月快照）,受惠自動化專案在美洲及歐洲市場持續發酵。
4967,十銓,上市,半導體業,2544932.0,98.7,71.3,累計YoY 71.3%（無上月快照）,因出貨量增加及銷售單價上漲所致。
4949,有成精密,上市,光電業,364461.0,98.6,47.6,累計YoY 47.6%（無上月快照）,主要係本期太陽能模組銷售量較去年同期增加所致。
3450,聯鈞,上市,半導體業,1218533.0,98.0,20.3,累計YoY 20.3%（無上月快照）,因客戶需求增加，致使營收增加。
8054,安國,上櫃,半導體業,633047.0,97.9,164.7,累計YoY 164.7%（無上月快照）,主係訂單陸續於本年度出貨所致。
5302,太欣,上櫃,半導體業,4137.0,97.8,79.5,累計YoY 79.5%（無上月快照）,本月營收成長係分批訂單因生產進度改一次性出貨，今年累計營收成長係提供技術服務予關係人。
5274,信驊,上櫃,半導體業,1524018.0,97.6,68.1,累計YoY 68.1%（無上月快照）,本月及本年增減百分比達50%以上者，主係伺服器晶片營收較去年同期成長所致。
3234,光環,上櫃,通信網路業,96043.0,96.9,16.4,累計YoY 16.4%（無上月快照）,主要受客戶訂單需求增加影響
6213,聯茂,上市,電子零組件業,4749174.0,96.9,34.7,累計YoY 34.7%（無上月快照）,受惠於漲價效應和AI相關需求成長
3285,微端,上櫃,其他電子業,104722.0,96.0,84.4,累計YoY 84.4%（無上月快照）,因醫療產品及PCB鑽孔設備銷售量增加，致使整體營收較去年同期增加。
6023,元大期貨,上櫃,金融業,513559.0,95.8,45.1,累計YoY 45.1%（無上月快照）,主係手續費收入增加
3036,文曄,上市,電子通路業,182965655.0,94.9,111.0,累計YoY 111.0%（無上月快照）,主要受惠於資料中心、通訊及工業應用需求成長
5355,佳總,上櫃,電子零組件業,69023.0,94.8,28.7,累計YoY 28.7%（無上月快照）,本月營業額增加主要原因為原物料價格上漲而調漲產品售價，終端客戶預期產品售價持續走高提前拉貨，帶動出貨量與營收的成長。
8076,伍豐,上櫃,電腦及週邊設備業,253776.0,93.9,48.4,累計YoY 48.4%（無上月快照）,國外彩票機專案出貨
2543,皇昌,上市,建材營造,1766665.0,93.8,60.8,累計YoY 60.8%（無上月快照）,新承攬工程進入施工期，致本期營收較去年同期增加。
6209,今國光,上市,光電業,524235.0,93.2,64.0,累計YoY 64.0%（無上月快照）,客戶需求增加。
3003,健和興,上市,電子零組件業,657875.0,93.0,39.8,累計YoY 39.8%（無上月快照）,受市場供需影響。
6130,上亞科技,上櫃,生技醫療業,22411.0,92.7,23.7,累計YoY 23.7%（無上月快照）,藥品收入及加工收入增加
6446,藥華藥,上市,生技醫療業,2507284.0,92.6,77.5,累計YoY 77.5%（無上月快照）,本月及本年累計營收較去年成長，主要來自認列子公司PharmaEssentia USA Corp.之營收。
3054,立萬利,上市,食品工業,35329.0,92.4,446.5,累計YoY 446.5%（無上月快照）,主係因本期產品結構改變致銷售金額增加。
6259,百徽,上櫃,電子零組件業,74415.0,92.2,54.3,累計YoY 54.3%（無上月快照）,主係客戶訂單成長，以致營收較前期增加。
9958,世紀鋼,上市,鋼鐵工業,1931466.0,91.2,36.2,累計YoY 36.2%（無上月快照）,本月增加百分比50%以上，主要係風力事業案依進度如期交貨及相關工程收入挹注所致。
3653,健策,上市,電子零組件業,3213171.0,91.0,36.0,累計YoY 36.0%（無上月快照）,因客戶端需求成長，致本月較去年同期增加百分比達50%以上。
3702,大聯大,上市,電子通路業,146095597.0,90.8,59.9,累計YoY 59.9%（無上月快照）,全球科技與能源設施擴建帶動半導體及電子零組件動能，車用、工控需求穩步推進，智能倉儲管理與資訊系統整合服務需求同步擴增。
6672,騰輝電子-KY,上市,電子零組件業,665315.0,90.8,42.5,累計YoY 42.5%（無上月快照）,航太與國防領域高毛利聚醯亞胺（PI）材料需求成長、漲價效應及高速訂單增加
6884,海柏特,上櫃,資訊服務業,174463.0,90.0,30.0,累計YoY 30.0%（無上月快照）,115年七月份營收較去年同期增長，主係市場需求增加及收購Miifix Digital Sdn Bhd所致。
3290,東浦,上櫃,電子零組件業,366177.0,89.9,85.0,累計YoY 85.0%（無上月快照）,主要係併入BI-LINK 公司之營業收入。
6285,啟碁,上市,通信網路業,16912812.0,89.8,32.0,累計YoY 32.0%（無上月快照）,客戶需求增加
6922,宸曜,上櫃,電腦及週邊設備業,283197.0,89.3,43.7,累計YoY 43.7%（無上月快照）,本月較去年同期增加，主要係因出貨量增加所致。
6834,天二科技,上市,電子零組件業,242978.0,88.2,44.3,累計YoY 44.3%（無上月快照）,主係市場終端需求增加
2395,研華,上市,電腦及週邊設備業,11272216.0,87.6,40.3,累計YoY 40.3%（無上月快照）,客戶端積極下單，專案需求與出貨暢旺，帶動整體營收大幅成長。
5263,智崴,上櫃,文化創意業,202279.0,87.1,56.8,累計YoY 56.8%（無上月快照）,因增加新訂單，本月依工程進度認列營收，致2026年7月營收較去年同期增加。
2432,倚天酷碁-創,上市,電腦及週邊設備業,489165.0,87.1,57.9,累計YoY 57.9%（無上月快照）,本月營收及本年累計營收較去年同期增加，主係電腦週邊產品挹注成長所致。
8091,翔名,上櫃,半導體業,333375.0,84.8,55.8,累計YoY 55.8%（無上月快照）,主係客戶需求增加。
4588,玖鼎電力,上市,其他電子業,143991.0,83.9,32.1,累計YoY 32.1%（無上月快照）,因按照合約規範，每月出貨數量依客戶通知出貨。
3491,昇達科,上櫃,通信網路業,230139.0,82.0,70.8,累計YoY 70.8%（無上月快照）,因掌握低軌衛星產業商機，營收較去年同期大幅提升；雖然短期因產品規格調整以致MoM略降，然而年營收獲利的目標未因此而改變。
5228,鈺鎧,上櫃,電子零組件業,78793.0,81.8,53.5,累計YoY 53.5%（無上月快照）,市場需求增加
2302,麗正,上市,半導體業,122214.0,81.2,30.5,累計YoY 30.5%（無上月快照）,系訂單需求增加
3564,其陽,上櫃,通信網路業,296008.0,80.1,23.3,累計YoY 23.3%（無上月快照）,新專案導入以及客戶需求增加
3276,宇環,上櫃,電子零組件業,80818.0,79.5,36.2,累計YoY 36.2%（無上月快照）,因市場需求增加
6141,柏承,上市,電子零組件業,254902.0,79.5,23.8,累計YoY 23.8%（無上月快照）,資料係自行結算數
6494,九齊,上櫃,半導體業,155174.0,79.3,48.2,累計YoY 48.2%（無上月快照）,"去年同期受關稅影響,營收基期低"
6796,晉弘,上市,生技醫療業,86523.0,79.2,17.6,累計YoY 17.6%（無上月快照）,營收穩定成長。
4768,晶呈科技,上櫃,化學工業,105060.0,79.0,132.0,累計YoY 132.0%（無上月快照）,本月營收較去年同期增加乃因客戶需求增加
2885,元大金,上市,金融保險業,17560416.0,79.0,130.3,累計YoY 130.3%（無上月快照）,營收淨額增加係分離帳戶保險資產淨損益、保險財務收益費用、手續費及佣金淨損益、透過損益按公允價值衡量金融資產及負債損益等。
3033,威健,上市,電子通路業,14411289.0,78.7,33.0,累計YoY 33.0%（無上月快照）,全球半導體因AI需求爆發引發結構性產能排擠，市場預期漲價，除AI零組件業務同步成長外，也帶動其他零組件拉貨潮。
4760,勤凱科技,上櫃,其他電子業,269740.0,78.4,61.4,累計YoY 61.4%（無上月快照）,本月較去年同月份出貨量增加
3162,精確,上櫃,電機機械,1076152.0,77.5,24.6,累計YoY 24.6%（無上月快照）,訂單量增加
8383,千附,上櫃,半導體業,496334.0,77.5,58.4,累計YoY 58.4%（無上月快照）,本月營業收入較去年同期增加77.53%，主要係精密零組件收入及工程收入增加
1714,和桐,上市,化學工業,3330687.0,77.4,61.2,累計YoY 61.2%（無上月快照）,115年7月營收較去年同期增加達50%以上，主係產品銷量、售價皆較去年同期增加。
2368,金像電,上市,電子零組件業,10014527.0,77.4,70.3,累計YoY 70.3%（無上月快照）,接單量增加
4442,竣邦-KY,上櫃,紡織纖維,134896.0,77.0,22.1,累計YoY 22.1%（無上月快照）,主係本期新開發產品陸續出貨，並受惠既有客戶訂單需求增加，致本期營業收入較去年同期成長。
1342,八貫,上市,其他,337627.0,76.9,34.1,累計YoY 34.1%（無上月快照）,主要係航海航太的客戶強勁拉貨及戶外產品熱銷使得客戶增加出貨所致
3229,晟鈦,上市,電子零組件業,144608.0,76.8,60.6,累計YoY 60.6%（無上月快照）,本月因客戶需求增加，出貨量增加
2070,精湛,上櫃,電機機械,106258.0,75.8,26.5,累計YoY 26.5%（無上月快照）,本月外銷高階機台訂單出貨
8390,金益鼎,上櫃,綠能環保,547848.0,75.6,43.3,累計YoY 43.3%（無上月快照）,主要係因電子廢料交貨量倍增及國際銅庫存急遽下降與供應短缺擔憂致銅價顯著上漲，表現強勢。
2923,鼎固-KY,上市,建材營造,638897.0,75.3,151.7,累計YoY 151.7%（無上月快照）,本年營收增加主係本年新樓盤交房增加所致。
8032,光菱,上櫃,電子通路業,487964.0,75.3,47.3,累計YoY 47.3%（無上月快照）,主係本期市場需求增加，故本期營收上升
3556,禾瑞亞,上櫃,半導體業,116697.0,75.3,30.0,累計YoY 30.0%（無上月快照）,客戶需求增加，致本月營收較去年同月增加。
1799,易威,上櫃,生技醫療業,67691.0,74.9,77.3,累計YoY 77.3%（無上月快照）,因新藥/學名藥產品出貨較去年同期多，故營收成長。
7703,銳澤,上櫃,其他電子業,313709.0,74.7,19.7,累計YoY 19.7%（無上月快照）,本月營收較去年同期增加50%以上，主係產品組合及依案件進度認列所致。
2316,楠梓電,上市,電子零組件業,510275.0,74.4,37.5,累計YoY 37.5%（無上月快照）,係因終端客戶需求增加，使得營收增加。
1416,廣豐,上市,其他,44583.0,74.2,44.2,累計YoY 44.2%（無上月快照）,數位科技營收增加
3581,博磊,上櫃,半導體業,179420.0,73.9,35.0,累計YoY 35.0%（無上月快照）,主要係因市場需求較去年同期成長所致。
3022,威強電,上市,電腦及週邊設備業,1009708.0,73.9,26.8,累計YoY 26.8%（無上月快照）,係因客戶出貨需求增加所致。
6474,華豫寧,上櫃,電子通路業,497248.0,73.6,18.6,累計YoY 18.6%（無上月快照）,主係客戶因採購規劃調整，於本期增加備貨需求，帶動營收成長。
6416,瑞祺電通,上市,通信網路業,451310.0,73.5,16.9,累計YoY 16.9%（無上月快照）,因應上半年部分區域訂單物料遞延，公司於階段性齊料後迅速優化生產排程並加速出貨，帶動7月單月營收成長。
6187,萬潤,上櫃,半導體業,1054680.0,73.4,42.7,累計YoY 42.7%（無上月快照）,因客戶擴產，設備需求較去年同期上升
2237,華德動能-創,上市,汽車工業,250888.0,73.4,131.6,累計YoY 131.6%（無上月快照）,本月銷售電動巴士27輛及維修收入
2363,矽統,上市,半導體業,404550.0,72.1,95.0,累計YoY 95.0%（無上月快照）,(1)季節性影響 ; (2)115/4起新增合併個體廈門凌陽華芯科技股份有限公司營收
