日期,商品名稱,身份別,多方交易口數,多方交易契約金額,空方交易口數,空方交易契約金額,多空交易口數淨額,多空交易契約金額淨額,多方未平倉口數,多方未平倉契約金額,空方未平倉口數,空方未平倉契約金額,多空未平倉口數淨額,多空未平倉契約金額淨額
2026/04/27,臺股期貨,外資及陸資,75634,603565106,79237,632297555,-3603,-28732448,18523,147899093,62746,501015734,-44223,-353116641
2026/04/28,臺股期貨,自營商,6773,54081759,5702,45589024,1071,8492735,4294,34162828,7002,55687731,-2708,-21524903
2026/04/28,臺股期貨,投信,221,1756799,293,2328495,-72,-571697,47093,374229234,4520,35918632,42573,338310602
2026/04/28,臺股期貨,外資及陸資,60657,483921666,62255,496608528,-1598,-12686862,17922,142436089,63791,506980388,-45869,-364544299
2026/04/29,臺股期貨,自營商,7450,58786017,5933,46830684,1517,11955333,4732,37416183,6049,47801109,-1317,-10384926
2026/04/29,臺股期貨,投信,182,1437017,560,4426352,-378,-2989335,46801,369531336,4606,36368055,42195,333163281
2026/04/29,臺股期貨,外資及陸資,63721,502640432,63787,503150453,-66,-510021,18063,142647412,65137,514382573,-47074,-371735161
2026/04/30,臺股期貨,自營商,5551,43883684,5850,46269952,-299,-2386268,4708,37094282,6247,49192453,-1539,-12098171
2026/04/30,臺股期貨,投信,378,2975040,256,2014710,122,960330,46884,368902066,4567,35934983,42317,332967083
2026/04/30,臺股期貨,外資及陸資,70159,554377821,67153,530626691,3006,23751130,19569,154006546,63613,500605400,-44044,-346598854
2026/05/04,臺股期貨,自營商,8414,68188696,9257,74917280,-843,-6728584,4399,36162270,6363,52281201,-1964,-16118931
2026/05/04,臺股期貨,投信,1909,15663623,120,973835,1789,14689787,48625,399269600,4519,37106413,44106,362163187
2026/05/04,臺股期貨,外資及陸資,63806,513516622,64682,520869088,-876,-7352466,21596,177366400,65100,534619107,-43504,-357252707
2026/05/05,臺股期貨,自營商,5958,48737234,4825,39507480,1133,9229754,4812,39540120,5660,46491629,-848,-6951509
2026/05/05,臺股期貨,投信,416,3412701,313,2565115,103,847586,48828,400721630,4619,37907209,44209,362814421
2026/05/05,臺股期貨,外資及陸資,55251,451879891,59358,485421356,-4107,-33541466,20156,165459518,68843,565063270,-48687,-399603752
2026/05/06,臺股期貨,自營商,8756,72643640,9096,75494228,-340,-2850588,4524,37615452,5761,47883222,-1237,-10267770
2026/05/06,臺股期貨,投信,1178,9779644,289,2389981,889,7389663,49865,414019122,4767,39579448,45098,374439674
2026/05/06,臺股期貨,外資及陸資,70092,580688000,72372,599619962,-2280,-18931961,19078,158453996,70045,581664421,-50967,-423210425
2026/05/07,臺股期貨,自營商,6583,55513355,6389,53902733,194,1610622,4645,39406764,5679,48171273,-1034,-8764509
2026/05/07,臺股期貨,投信,1433,12142506,354,2999114,1079,9143392,50998,431973459,4821,40835798,46177,391137661
2026/05/07,臺股期貨,外資及陸資,64604,543572221,64767,544909031,-163,-1336810,20333,172289443,71465,605447363,-51132,-433157920
2026/05/08,臺股期貨,自營商,8444,70954827,7801,65535257,643,5419571,5377,45168528,5877,49371076,-500,-4202548
2026/05/08,臺股期貨,投信,549,4604985,419,3513197,130,1091788,51381,430891342,5074,42551579,46307,388339763
2026/05/08,臺股期貨,外資及陸資,64846,545320391,67163,564852723,-2317,-19532332,20593,172765288,75123,630134978,-54530,-457369690
2026/05/11,臺股期貨,自營商,5438,45743609,4896,41183583,542,4560027,5626,47313585,5600,47082984,26,230601
2026/05/11,臺股期貨,投信,520,4367448,218,1830719,302,2536729,51653,433565173,5044,42338327,46609,391226846
2026/05/11,臺股期貨,外資及陸資,46985,394945204,46705,392650145,280,2295059,21382,179535628,75607,634767716,-54225,-455232088
2026/05/12,臺股期貨,自營商,8548,71856076,8865,74510034,-317,-2653958,4948,41369630,5332,44553515,-384,-3183885
2026/05/12,臺股期貨,投信,80,673186,1824,15311936,-1744,-14638750,49961,416716905,5096,42504717,44865,374212188
2026/05/12,臺股期貨,外資及陸資,62966,529168915,61813,519482954,1153,9685962,22285,185940069,75357,628699206,-53072,-442759137
2026/05/13,臺股期貨,自營商,11927,98579030,11091,91737878,836,6841152,6129,50920767,5746,47710547,383,3210220
2026/05/13,臺股期貨,投信,123,1020871,401,3325518,-278,-2304647,49734,412278806,5147,42666571,44587,369612235
2026/05/13,臺股期貨,外資及陸資,78302,646718755,78007,644213294,295,2505461,22098,183257165,74858,620729829,-52760,-437472664
2026/05/14,臺股期貨,自營商,9670,80740615,9346,78027359,324,2713256,6419,53564946,5797,48345585,622,5219361
2026/05/14,臺股期貨,投信,1326,11094542,2797,23335302,-1471,-12240760,48561,404406643,5445,45341604,43116,359065039
2026/05/14,臺股期貨,外資及陸資,67513,562780979,65840,548898769,1673,13882210,22401,186607095,73469,612000443,-51068,-425393348
2026/05/15,臺股期貨,自營商,12290,102739650,12411,103790871,-121,-1051221,6648,54710657,5914,48610832,734,6099825
2026/05/15,臺股期貨,投信,4896,40741377,6274,51942482,-1378,-11201104,47469,389429127,5731,46991908,41738,342437219
2026/05/15,臺股期貨,外資及陸資,87746,733441244,87588,732432673,158,1008571,20970,172118736,71933,590386950,-50963,-418268214
2026/05/18,臺股期貨,自營商,11797,96118100,10988,89628294,809,6489806,7090,58052122,5540,45343642,1550,12708480
2026/05/18,臺股期貨,投信,21806,178644039,23821,194304505,-2015,-15660466,45517,372292956,5794,47287283,39723,325005673
2026/05/18,臺股期貨,外資及陸資,120641,982858301,114645,934601574,5996,48256728,21791,178152482,66787,546286535,-44996,-368134053
2026/05/19,臺股期貨,自營商,13756,112006684,12858,104678682,898,7328002,7824,63215213,5212,42114315,2612,21100898
2026/05/19,臺股期貨,投信,21730,176102534,22811,184378778,-1081,-8276244,44542,359886636,5900,47639720,38642,312246916
2026/05/19,臺股期貨,外資及陸資,107942,878849662,108319,882523148,-377,-3673486,21448,173101705,66824,539668003,-45376,-366566298
2026/05/20,臺股期貨,自營商,14693,118019292,14120,113482405,573,4536887,6772,54396892,4324,34767181,2448,19629711
2026/05/20,臺股期貨,投信,1575,12639800,1234,9923049,341,2716751,44928,360538214,5945,47707436,38983,312830778
2026/05/20,臺股期貨,外資及陸資,78660,632068411,79463,638454277,-803,-6385866,18699,150056076,61443,493103122,-42744,-343047046
2026/05/21,臺股期貨,自營商,5521,45489026,6728,55367078,-1207,-9878052,5861,48693493,4606,38289923,1255,10403570
2026/05/21,臺股期貨,投信,2212,18371805,468,3887344,1744,14484461,46431,385405159,5718,47462831,40713,337942328
2026/05/21,臺股期貨,外資及陸資,52852,434463553,54577,449007629,-1725,-14544076,17834,148033147,62288,517045783,-44454,-369012636
2026/05/22,臺股期貨,自營商,7809,65423778,8158,68471217,-349,-3047439,5609,47673964,4680,39796544,929,7877420
2026/05/22,臺股期貨,投信,1408,11958581,74,625599,1334,11332982,47640,404511240,5593,47490163,42047,357021077
2026/05/22,臺股期貨,外資及陸資,63776,533043599,65835,550237973,-2059,-17194374,16747,142199476,63230,536911646,-46483,-394712170
2026/05/25,臺股期貨,自營商,7287,63265355,6488,56373085,799,6892270,6816,59854427,5088,44704823,1728,15149604
2026/05/25,臺股期貨,投信,1227,10760998,256,2244240,971,8516758,48466,425240684,5448,47800752,43018,377439932
2026/05/25,臺股期貨,外資及陸資,50077,432975709,55015,475944197,-4938,-42968489,16232,142420194,67690,593936349,-51458,-451516155
2026/05/26,臺股期貨,自營商,5816,51111226,5563,48875469,253,2235757,7482,65691097,5489,48221111,1993,17469986
2026/05/26,臺股期貨,投信,466,4086302,148,1296744,318,2789558,48784,427972275,5448,47794214,43336,380178061
2026/05/26,臺股期貨,外資及陸資,42871,376915562,45745,402170266,-2874,-25254704,15813,138725005,70204,615914522,-54391,-477189517
2026/05/27,臺股期貨,自營商,8693,77589063,9070,81082613,-377,-3493550,6929,62131091,5268,47262502,1661,14868589
2026/05/27,臺股期貨,投信,2004,17932366,67,600107,1937,17332259,50621,453503415,5348,47911662,45273,405591753
2026/05/27,臺股期貨,外資及陸資,65947,588669397,67896,605976532,-1949,-17307135,15979,143153197,72281,647583690,-56302,-504430493
2026/05/28,臺股期貨,自營商,10254,91308112,7730,68986113,2524,22321999,8355,73312811,4471,39275105,3884,34037706
2026/05/28,臺股期貨,投信,420,3677467,926,8120866,-506,-4443399,50140,439617492,5373,47109389,44767,392508103
2026/05/28,臺股期貨,外資及陸資,97173,867914680,97718,873296653,-545,-5381973,16585,145414472,74781,655704587,-58196,-510290115
2026/05/29,臺股期貨,自營商,5973,53756130,7784,69880982,-1811,-16124852,6682,60614363,4608,41831653,2074,18782710
2026/05/29,臺股期貨,投信,2230,20205044,71,642353,2159,19562690,52228,473342364,5302,48052026,46926,425290338
2026/05/29,臺股期貨,外資及陸資,67169,601685342,70680,633283794,-3511,-31598452,15766,142887696,76416,692587925,-60650,-549700229
2026/06/01,臺股期貨,自營商,7196,65908847,6817,62487825,379,3421022,7217,66526464,4761,43926867,2456,22599597
2026/06/01,臺股期貨,投信,1663,15325116,170,1567829,1493,13757287,53713,494600047,5294,48748211,48419,445851836
2026/06/01,臺股期貨,外資及陸資,67306,614601442,71284,651010799,-3978,-36409356,16134,148565866,80807,744129772,-64673,-595563906
2026/06/02,臺股期貨,自營商,7546,69314961,7439,68414885,107,900076,7664,70749158,5100,47123735,2564,23625423
2026/06/02,臺股期貨,投信,1408,12981051,62,569613,1346,12411438,55075,507824545,5310,48961386,49765,458863159
2026/06/02,臺股期貨,外資及陸資,72749,669381423,75092,690930652,-2343,-21549229,15432,142293027,82450,760288172,-67018,-617995145
2026/06/03,臺股期貨,自營商,6391,59718624,6420,59993729,-29,-275105,6981,65510088,4507,42336826,2474,23173262
2026/06/03,臺股期貨,投信,1630,15277478,91,852449,1539,14425029,56541,529868336,5237,49078022,51304,480790314
2026/06/03,臺股期貨,外資及陸資,52717,491986093,52540,490327675,177,1658418,15473,145006636,82245,770823207,-66772,-625816571
2026/06/04,臺股期貨,自營商,7876,73165388,7137,66294074,739,6871314,8233,76353813,5014,46559194,3219,29794619
2026/06/04,臺股期貨,投信,920,8528809,366,3391202,554,5137607,57154,529360359,5296,49051552,51858,480308807
2026/06/04,臺股期貨,外資及陸資,56385,524491688,59089,549706207,-2704,-25214519,15138,140212465,84614,783784750,-69476,-643572285
2026/06/05,臺股期貨,自營商,11223,101997410,9722,88419368,1501,13578042,9340,84592783,4533,41137250,4807,43455533
2026/06/05,臺股期貨,投信,580,5254587,278,2518148,302,2736439,57526,520334193,5366,48536543,52160,471797650
2026/06/05,臺股期貨,外資及陸資,94404,860482411,93388,851319592,1016,9162819,12857,116302993,82003,741862012,-69146,-625559019
2026/06/08,臺股期貨,自營商,13215,114680970,12619,109230550,596,5450420,9637,83142240,4191,36228407,5446,46913833
2026/06/08,臺股期貨,投信,2611,22525790,897,7737534,1714,14788256,59541,513040994,5667,48830272,53874,464210722
2026/06/08,臺股期貨,外資及陸資,121288,1057735361,117764,1026847511,3524,30887851,11990,103321967,77491,667820783,-65501,-564498816
2026/06/09,臺股期貨,自營商,5988,52891379,7276,64284715,-1288,-11393336,8335,74574655,4258,38145962,4077,36428693
2026/06/09,臺股期貨,投信,2415,21553933,1036,9211485,1379,12342448,60730,542665311,5477,48939186,55253,493726125
2026/06/09,臺股期貨,外資及陸資,86981,767160971,84593,746194035,2388,20966936,9344,83501729,71215,636459151,-61871,-552957422
2026/06/10,臺股期貨,自營商,12786,112147051,11735,102893883,1051,9253169,8420,73141041,3567,31043235,4853,42097806
2026/06/10,臺股期貨,投信,2478,21685068,3545,30891906,-1067,-9206837,59889,519473786,5703,49464400,54186,470009386
2026/06/10,臺股期貨,外資及陸資,121660,1067037765,121741,1068292182,-81,-1254417,9129,79188873,71078,616630428,-61949,-537441555
2026/06/11,臺股期貨,自營商,12484,107353729,13190,113526187,-706,-6172458,8380,72540972,4225,36624401,4155,35916571
2026/06/11,臺股期貨,投信,4977,42847643,3851,33080415,1126,9767228,61092,528175333,5780,49961164,55312,478214169
2026/06/11,臺股期貨,外資及陸資,131010,1128010289,132192,1138328574,-1182,-10318285,8969,77542654,72137,623778711,-63168,-546236057
2026/06/12,臺股期貨,自營商,9191,81108279,9655,85309327,-464,-4201048,8116,71885532,4548,40341302,3568,31544230
2026/06/12,臺股期貨,投信,7574,67205224,5775,51177755,1799,16027469,62719,554979142,5608,49593787,57111,505385355
2026/06/12,臺股期貨,外資及陸資,107098,942877386,108998,959865353,-1900,-16987968,9318,82465135,74357,658082331,-65039,-575617196
2026/06/15,臺股期貨,自營商,9924,90158622,10872,98862773,-948,-8704151,8351,76308134,5733,52533648,2618,23774486
2026/06/15,臺股期貨,投信,29633,271222783,29042,264918411,591,6304372,63010,576552736,5308,48425444,57702,528127292
2026/06/15,臺股期貨,外資及陸資,116193,1050669368,119107,1078046806,-2914,-27377438,12920,118072928,79654,728728457,-66734,-610655529
2026/06/16,臺股期貨,自營商,10739,98568214,11303,103693713,-564,-5125499,7794,71494678,5575,51185998,2219,20308680
2026/06/16,臺股期貨,投信,22087,202656405,22895,209706038,-808,-7049633,62169,569947048,5275,48343375,56894,521603673
2026/06/16,臺股期貨,外資及陸資,82664,758125629,85809,787434876,-3145,-29309247,11803,108137171,81650,748469715,-69847,-640332544
2026/06/17,臺股期貨,自營商,12912,117570227,11054,100735770,1858,16834456,4121,38027191,4049,37364091,72,663100
2026/06/17,臺股期貨,投信,1911,17421574,1722,15705497,189,1716077,62358,573830788,5275,48541605,57083,525289183
2026/06/17,臺股期貨,外資及陸資,61433,559611592,62162,566362774,-729,-6751182,9996,91990366,77390,712242277,-67394,-620251911
2026/06/18,臺股期貨,自營商,5782,53658901,5728,53248379,54,410522,4252,39855646,4189,39276059,63,579587
2026/06/18,臺股期貨,投信,1880,17543845,366,3415539,1514,14128307,63555,594264672,4958,46359283,58597,547905389
2026/06/18,臺股期貨,外資及陸資,63627,590169033,63404,588143609,223,2025425,10085,94303824,78422,733360226,-68337,-639056402
2026/06/22,臺股期貨,自營商,5996,57515373,6623,63421173,-627,-5905800,3687,35808791,4250,41267548,-563,-5458757
2026/06/22,臺股期貨,投信,2600,25158675,1,9638,2599,25149037,66059,639821050,4863,47101073,61196,592719977
2026/06/22,臺股期貨,外資及陸資,53439,509398974,55445,528756792,-2006,-19357818,11004,106585296,81294,787462391,-70290,-680877095
2026/06/23,臺股期貨,自營商,7638,73618180,6155,59312661,1483,14305518,5232,49772611,4302,40937838,930,8834773
2026/06/23,臺股期貨,投信,209,1983842,1225,11626790,-1016,-9642948,65128,617895387,4948,46943655,60180,570951732
2026/06/23,臺股期貨,外資及陸資,66487,642791401,72623,702158656,-6136,-59367255,10506,99682210,87008,825614957,-76502,-725932747
2026/06/24,臺股期貨,自營商,13158,122165226,10703,99395374,2455,22769852,7647,71116316,4370,40678851,3277,30437465
2026/06/24,臺股期貨,投信,1469,13630490,892,8287776,577,5342714,66066,613184972,5309,49292113,60757,563892859
2026/06/24,臺股期貨,外資及陸資,96344,894829587,101221,940127312,-4877,-45297725,7263,67424621,90868,843522910,-83605,-776098289
2026/06/25,臺股期貨,自營商,6748,62443728,7071,65574385,-323,-3130657,7349,68537548,4346,40569944,3003,27967604
2026/06/25,臺股期貨,投信,1022,9512209,858,7986941,164,1525268,66672,620409629,5751,53540455,60921,566869174
2026/06/25,臺股期貨,外資及陸資,91800,846589931,89291,824028244,2509,22561688,6034,56161256,87085,810506206,-81051,-754344950
2026/06/26,臺股期貨,自營商,15027,136283545,13550,122387925,1477,13895621,8088,72050266,3447,30770388,4641,41279878
2026/06/26,臺股期貨,投信,901,8027170,575,5127899,326,2899272,67223,597639359,5976,53150730,61247,544488629
2026/06/26,臺股期貨,外資及陸資,119155,1084550645,114455,1042721443,4700,41829202,7493,66628987,83884,745913523,-76391,-679284536
2026/06/29,臺股期貨,自營商,5912,53249279,8030,72437802,-2118,-19188522,6536,59705176,4121,37672507,2415,22032669
2026/06/29,臺股期貨,投信,1906,17328330,191,1737286,1715,15591043,69122,629784366,6160,56154879,62962,573629487
2026/06/29,臺股期貨,外資及陸資,83462,750635169,83763,753626780,-301,-2991610,7494,68293119,84121,766601512,-76627,-698308393
2026/06/30,臺股期貨,自營商,6002,55581898,6839,63452768,-837,-7870870,6022,56480522,4451,41756896,1571,14723626
2026/06/30,臺股期貨,投信,3734,34892047,73,680793,3661,34211255,72749,680625094,6126,57340847,66623,623284247
2026/06/30,臺股期貨,外資及陸資,67659,624664692,74113,684651624,-6454,-59986932,5391,50450286,88454,827697657,-83063,-777247371
2026/07/01,臺股期貨,自營商,6418,60587881,6351,59934030,67,653852,6129,58029771,4537,42959343,1592,15070428
2026/07/01,臺股期貨,投信,1119,10599548,548,5181909,571,5417639,73084,690222783,5890,55660491,67194,634562292
2026/07/01,臺股期貨,外資及陸資,54357,512484562,55445,522765302,-1088,-10280740,5526,52203659,89694,847232264,-84168,-795028605
2026/07/02,臺股期貨,自營商,7514,70098107,5472,51144087,2042,18954019,8087,75529454,4404,41166023,3683,34363431
2026/07/02,臺股期貨,投信,153,1428155,937,8750214,-784,-7322059,72344,674335777,5934,55346320,66410,618989457
2026/07/02,臺股期貨,外資及陸資,72116,673218146,72383,675942850,-267,-2724705,4770,44480749,89257,832138161,-84487,-787657412
2026/07/03,臺股期貨,自營商,6902,63961116,7547,70285380,-645,-6324264,7819,73643562,4748,44743825,3071,28899737
2026/07/03,臺股期貨,投信,965,9073074,162,1519104,803,7553970,73101,687152298,5888,55383342,67213,631768956
2026/07/03,臺股期貨,外資及陸資,84770,786164437,81315,754354151,3455,31810286,6178,58097693,87230,820121380,-81052,-762023687
2026/07/06,臺股期貨,自營商,4071,38334094,4491,42319405,-420,-3985311,7201,67685444,4531,42610411,2670,25075033
2026/07/06,臺股期貨,投信,1149,10841142,1108,10411332,41,429810,73263,686887640,6009,56386795,67254,630500845
2026/07/06,臺股期貨,外資及陸資,48892,460442236,48000,452132325,892,8309911,6297,59069965,86384,810086464,-80087,-751016499
2026/07/07,臺股期貨,自營商,9599,89216796,8725,80801239,874,8415557,8255,75651750,4462,40918141,3793,34733609
2026/07/07,臺股期貨,投信,4144,38207227,3211,29580244,933,8626983,74373,679835781,6186,56594303,68187,623241478
2026/07/07,臺股期貨,外資及陸資,70707,658601916,70618,658215974,89,385942,6562,60012723,86604,791865413,-80042,-731852690
2026/07/08,臺股期貨,自營商,7150,65151892,7640,69701215,-490,-4549323,8047,73517922,4736,43283019,3311,30234903
2026/07/08,臺股期貨,投信,4698,43015043,2898,26436941,1800,16578102,76013,692985100,6026,54974391,69987,638010709
2026/07/08,臺股期貨,外資及陸資,80320,731920919,81515,743087474,-1195,-11166555,5632,51399559,86900,792463089,-81268,-741063530
2026/07/09,臺股期貨,自營商,7489,68392046,8439,77152690,-950,-8760643,7455,68296266,5212,47769736,2243,20526530
2026/07/09,臺股期貨,投信,7421,68185516,5719,52315804,1702,15869712,77706,710124202,6017,55009742,71689,655114460
2026/07/09,臺股期貨,外資及陸資,87694,798802069,87226,794995895,468,3806174,6562,60008754,87292,797925628,-80730,-737916874
2026/07/13,臺股期貨,自營商,10859,99670218,11802,108494241,-943,-8824023,7010,64181193,5740,52643090,1270,11538103
2026/07/13,臺股期貨,投信,38464,354122113,38359,350384134,105,3737979,77830,712836885,6036,55104188,71794,657732697
2026/07/13,臺股期貨,外資及陸資,115858,1062738070,116287,1069330042,-429,-6591972,10564,96449940,91630,838870243,-81066,-742420303
2026/07/14,臺股期貨,自營商,18415,165031400,17580,158013049,835,7018351,7573,68237918,5221,47125630,2352,21112288
2026/07/14,臺股期貨,投信,30931,277031117,28852,256845189,2079,20185928,79928,721505121,6055,54537257,73873,666967864
2026/07/14,臺股期貨,外資及陸資,130107,1166274183,132326,1187371511,-2219,-21097328,10732,96522287,94122,849133079,-83390,-752610792
2026/07/15,臺股期貨,自營商,8774,79913086,10717,97646365,-1943,-17733279,3941,36404678,4605,42508599,-664,-6103921
2026/07/15,臺股期貨,投信,6242,57219234,4469,40853445,1773,16365789,81601,751806333,5955,54864606,75646,696941727
2026/07/15,臺股期貨,外資及陸資,61727,561690489,60535,551182103,1192,10508385,7319,67433521,86876,800498844,-79557,-733065323
2026/07/16,臺股期貨,自營商,6015,54932418,4682,42872836,1333,12059582,5377,49252384,4720,43225525,657,6026859
2026/07/16,臺股期貨,投信,736,6735595,118,1081082,618,5654513,82210,751251422,5946,54335737,76264,696915685
2026/07/16,臺股期貨,外資及陸資,71374,652820513,74581,682079318,-3207,-29258805,5895,53873332,90348,825740742,-84453,-771867410
2026/07/17,臺股期貨,自營商,16071,141254728,12057,104446076,4014,36808652,8531,72821828,3865,33034244,4666,39787584
2026/07/17,臺股期貨,投信,626,5404052,1675,14324541,-1049,-8920490,81369,693328975,6154,52437003,75215,640891972
2026/07/17,臺股期貨,外資及陸資,94608,831968180,95415,840939545,-807,-8971364,6867,58518521,93056,793051616,-86189,-734533095
2026/07/20,臺股期貨,自營商,5897,50704025,7592,65276090,-1695,-14572065,7093,60637360,4119,35228147,2974,25409213
2026/07/20,臺股期貨,投信,222,1901270,2991,25630459,-2769,-23729189,78642,671005001,6196,52866750,72446,618138251
2026/07/20,臺股期貨,外資及陸資,99254,853672617,92693,797198998,6561,56473619,10496,89561715,88833,758082784,-78337,-668521069
2026/07/21,臺股期貨,自營商,3287,28840147,5051,44279922,-1764,-15439775,5607,49887061,4404,39169192,1203,10717869
2026/07/21,臺股期貨,投信,3184,28211991,60,525530,3124,27686461,81608,724271000,6038,53587250,75570,670683750
2026/07/21,臺股期貨,外資及陸資,60799,530469350,60997,532389732,-198,-1920382,9379,83243942,87869,779974121,-78490,-696730179
2026/07/22,臺股期貨,自營商,4593,41284814,4658,41905027,-65,-620213,5108,45727345,3969,35519201,1139,10208144
2026/07/22,臺股期貨,投信,461,4121525,408,3659512,53,462014,81796,730356484,6173,55118717,75623,675237767
2026/07/22,臺股期貨,外資及陸資,57256,514049610,56791,509804105,465,4245505,8455,75499303,85050,759539261,-76595,-684039958
2026/07/23,臺股期貨,自營商,3092,27719537,3497,31354626,-405,-3635089,4944,44527475,4205,37850415,739,6677060
2026/07/23,臺股期貨,投信,59,529773,190,1706614,-131,-1176841,81714,733987834,6222,55888493,75492,678099341
2026/07/23,臺股期貨,外資及陸資,51077,457679165,49680,445186121,1397,12493045,8155,73256259,83353,748837997,-75198,-675581738
2026/07/24,臺股期貨,自營商,6958,61349062,5421,47735722,1537,13613340,6543,57441056,4285,37623080,2258,19817976
2026/07/24,臺股期貨,投信,135,1193316,1789,15643857,-1654,-14450541,80216,702916765,6378,55889138,73838,647027627
2026/07/24,臺股期貨,外資及陸資,69751,615831080,70795,625297768,-1044,-9466688,7107,62281378,83367,730645145,-76260,-668363767
2026/07/27,臺股期貨,自營商,4163,36319394,4506,39391235,-343,-3071842,6543,57532131,4652,40896947,1891,16635184
2026/07/27,臺股期貨,投信,642,5616294,369,3229747,273,2386548,80139,703299864,6028,52901728,74111,650398136
2026/07/27,臺股期貨,外資及陸資,68092,594670149,69338,605548616,-1246,-10878466,6870,60297206,85569,751084731,-78699,-690787525
2026/07/28,臺股期貨,自營商,9484,80190749,8795,73974196,689,6216553,7675,63940834,5087,42365545,2588,21575289
2026/07/28,臺股期貨,投信,2080,17446952,1305,10872485,775,6574466,79411,660270701,4525,37623565,74886,622647136
2026/07/28,臺股期貨,外資及陸資,78517,668178106,81061,690521039,-2544,-22342933,7401,61556313,89656,745633614,-82255,-684077301
2026/07/29,臺股期貨,自營商,12186,98976083,11803,95988311,383,2987772,7399,59800062,4847,39158704,2552,20641358
2026/07/29,臺股期貨,投信,1407,11530316,1551,12513302,-144,-982986,78241,631060610,3499,28221534,74742,602839076
2026/07/29,臺股期貨,外資及陸資,112272,918607328,112797,922657025,-525,-4049697,11982,96678008,94767,764543287,-82785,-667865279
2026/07/30,臺股期貨,自營商,8948,72462872,9565,77393618,-617,-4930746,6991,56441635,4995,40306880,1996,16134755
2026/07/30,臺股期貨,投信,1291,10408120,176,1421729,1115,8986390,79257,638589500,3400,27394480,75857,611195020
2026/07/30,臺股期貨,外資及陸資,109127,883393887,107346,869072904,1781,14320983,13822,111431104,94839,764338993,-81017,-652907889
2026/07/31,臺股期貨,自營商,7583,65268505,11958,103260466,-4375,-37991961,4767,41802482,7144,62534469,-2377,-20731987
2026/07/31,臺股期貨,投信,9649,84376678,181,1576061,9468,82800618,88383,772944688,3058,26743433,85325,746201255
2026/07/31,臺股期貨,外資及陸資,79661,678072898,83953,715789471,-4292,-37716573,12704,111170593,95219,832927612,-82515,-721757019
2026/08/03,臺股期貨,自營商,7423,64263895,4323,37449511,3100,26814384,5669,49119554,4951,42861318,718,6258236
2026/08/03,臺股期貨,投信,220,1903211,1645,14234330,-1425,-12331119,87038,752339064,3138,27124244,83900,725214820
2026/08/03,臺股期貨,外資及陸資,81955,707370423,88051,760235407,-6096,-52864984,9876,85429314,99914,863829894,-90038,-778400580
2026/08/04,臺股期貨,自營商,7514,64610720,5888,50747168,1626,13863552,6692,58131573,4336,37648180,2356,20483393
2026/08/04,臺股期貨,投信,25,216715,1377,11916029,-1352,-11699314,85936,744961997,3388,29369894,82548,715592103
2026/08/04,臺股期貨,外資及陸資,75611,649048535,73456,630261099,2155,18787437,8626,74836350,96484,836586741,-87858,-761750391
2026/08/05,臺股期貨,自營商,5592,49737346,6620,58968155,-1028,-9230809,5799,51740665,4488,40029263,1311,11711402
2026/08/05,臺股期貨,投信,2277,20276694,250,2227337,2027,18049357,88007,783913552,3432,30570197,84575,753343355
2026/08/05,臺股期貨,外資及陸資,65578,582083199,66149,586998256,-571,-4915057,9180,81821890,96379,858631264,-87199,-776809374
2026/08/06,臺股期貨,自營商,4534,40089309,3235,28625200,1299,11464109,7060,62566503,4458,39505760,2602,23060743
2026/08/06,臺股期貨,投信,310,2748542,722,6391196,-412,-3642654,87666,775987798,3503,31007155,84163,744980643
2026/08/06,臺股期貨,外資及陸資,59873,529928712,61994,548737488,-2121,-18808776,8953,79285373,98336,870551296,-89383,-791265923
2026/08/07,臺股期貨,自營商,4645,41166476,4745,42099021,-100,-932545,7096,62977963,4584,40665358,2512,22312605
2026/08/07,臺股期貨,投信,1816,16089000,2902,25670789,-1086,-9581789,86632,767558195,3555,31495167,83077,736063028
2026/08/07,臺股期貨,外資及陸資,59846,530957391,58397,518142095,1449,12815296,8321,73785350,96232,852803933,-87911,-779018583
2026/08/10,臺股期貨,自營商,4024,36176276,4875,43869917,-851,-7693641,6056,54602055,4377,39437526,1679,15164529
2026/08/10,臺股期貨,投信,3247,29236242,2573,23122137,674,6114106,87299,785626192,3548,31924904,83751,753701288
2026/08/10,臺股期貨,外資及陸資,50220,450979549,51526,462687501,-1306,-11707952,9346,84162688,98547,887026456,-89201,-802863768
2026/08/11,臺股期貨,自營商,3500,31443780,3281,29497657,219,1946122,6390,57734626,4491,40552393,1899,17182233
2026/08/11,臺股期貨,投信,2578,23294421,2911,26227881,-333,-2933460,86966,784354760,3548,31992316,83418,752362444
2026/08/11,臺股期貨,外資及陸資,45714,410537826,45437,408092156,277,2445670,9385,84696768,98309,886838685,-88924,-802141917
2026/08/12,臺股期貨,自營商,5272,47861999,5872,53335660,-600,-5473661,5564,50778962,4325,39435459,1239,11343503
2026/08/12,臺股期貨,投信,3331,30360092,4366,39637899,-1035,-9277806,85931,782568521,3548,32298154,82383,750270367
2026/08/12,臺股期貨,外資及陸資,48988,444383293,46743,424053049,2245,20330245,10937,99659435,97570,888766736,-86633,-789107301
2026/08/13,臺股期貨,自營商,4521,41669318,5293,48807765,-772,-7138447,5276,48696455,4804,44287719,472,4408736
2026/08/13,臺股期貨,投信,4239,39158314,4295,39552752,-56,-394438,85702,789354698,3375,31066875,82327,758287823
