代號,名稱,市場,當月YoY%,上月YoY%,收盤2026-05-11,收盤2026-06-09,報酬%,備註
2383,台光電,上市,93.6,56.6,4850.0,5065.0,4.43,受惠於AI伺服器成長力道
2369,菱生,上市,30.2,33.4,31.0,32.35,4.35,-
2425,承啟,上市,87.8,61.1,32.9,34.3,4.26,"1.主係為子公司營業收入增加。2.以上金額包含停業單位營業收入115年1-4月3,769,393仟元,114年1-4月1"
5607,遠雄港,上市,35.1,38.9,50.6,52.6,3.95,-
8131,福懋科,上市,40.5,33.8,67.5,70.1,3.85,-
2442,新美齊,上市,168.4,610.9,18.8,19.5,3.72,本年累計營收較去年同期增加，主係本期營建專案交屋認列收入增加所致。
2542,興富發,上市,4077.7,1537.7,41.65,43.2,3.72,本期較去年同期增加，係本期認列「青山440」、「福山案」、「復興北」、「VVS1」及「市政愛&#24742;」等新建案收
2506,太設,上市,182.9,115.2,8.66,8.95,3.35,本月交屋較去年同期多
3028,增你強,上市,106.3,125.2,75.5,77.8,3.05,"主要係因記憶體價格持續上漲,客戶需求增加所致。"
6949,沛爾生醫*-創,上市,107.9,74.5,687.0,704.0,2.47,本月較去年同期增加係因細胞治療案件數量增加。
3013,晟銘電,上市,40.7,40.8,112.0,114.5,2.23,-
9946,三發地產,上市,7453.4,2175.6,16.6,16.95,2.11,本月及累月營收較去年同期增加，係因114年12月預售建案完工本月交屋入帳所致。
2072,世紀風電,上市,78.3,65.8,179.5,183.0,1.95,本月營收較去年本月增加，主要係因本月承接工程案件依進度認列收入較高所致
2538,基泰,上市,32.8,61.0,9.8,9.99,1.94,-
2820,華票,上市,46.4,46.4,17.1,17.4,1.75,主係本年票債淨利息收入及金融商品獲利增加。
2889,國票金,上市,3640.8,50.4,14.75,15.0,1.69,本月透過損益暨透過其他綜合損益按公允價值衡量之金融資產淨損益較去年同期增加約13.99億元。
2611,志信,上市,119.5,307.7,13.7,13.9,1.46,本期建案完工交屋，故營收增加。
1419,新紡,上市,39.7,42.3,64.1,65.0,1.40,-
3054,立萬利,上市,2134.0,1091.2,69.6,70.5,1.29,主係因本期產品結構改變致銷售金額增加。
2360,致茂,上市,128.9,63.5,2360.0,2390.0,1.27,營運穩健續強，訂單能見度高
3057,喬鼎,上市,33.6,99.6,21.7,21.95,1.15,-
3229,晟鈦,上市,56.3,73.0,44.8,45.2,0.89,本月因客戶需求增加，出貨量增加
8046,南電,上市,39.5,39.0,908.0,914.0,0.66,-
2485,兆赫,上市,38.3,200.1,67.6,68.0,0.59,因客戶端產品驗證通過，正式進入量產與備貨階段，帶動出貨量顯著提升，致使本月營收較去年同期大幅成長。
4967,十銓,上市,78.6,120.5,284.5,286.0,0.53,因出貨量增加及銷售單價上漲所致。
6531,愛普*,上市,92.9,112.6,962.0,963.0,0.10,因市場需求相對增加所致
4142,國光生,上市,474.4,2102.7,17.65,17.6,-0.28,累計及當月月營收較去年同期增加主因為外銷勞務增加所致。
3017,奇鋐,上市,71.6,111.7,2555.0,2545.0,-0.39,"因客戶需求增加,使營收成長"
7780,大研生醫*,上市,40.5,40.9,18.5,18.4,-0.54,-
7740,熙特爾-創,上市,2905.2,3063.2,171.0,170.0,-0.58,本月及本年營收較去年同期營收增加，主要係因依專案進度認列收入所致。
2406,國碩,上市,143.3,160.1,35.25,35.0,-0.71,主要係因子公司太陽能導電漿產品、AI伺服器液冷管接件及其零組件之加工與測試服務銷量增加所致。
6691,洋基工程,上市,66.7,112.7,643.0,637.0,-0.93,本月營收較去年同期增加66.70%，主要係因本月正在投入進行的專案較去年同期增加所致。
4949,有成精密,上市,43.9,42.2,95.4,94.4,-1.05,-
2537,聯上發,上市,5302.6,60177.4,10.25,10.1,-1.46,本月營收較去年增加，係今年同期認列新北市房地出售收入較高所致。
2646,星宇航空,上市,30.1,33.1,20.5,20.2,-1.46,-
1522,堤維西,上市,53.3,46.7,31.6,31.1,-1.58,主要是大茂堤維西汽車部件有限公司營收併入所致。
6215,和椿,上市,86.8,48.5,119.5,117.0,-2.09,自動化零組件及設備 需求增加
6805,富世達,上市,59.0,95.0,1995.0,1950.0,-2.26,較去年同期客戶需求增加
2467,志聖,上市,87.0,77.6,590.0,574.0,-2.71,係因客戶需求提升，以致115年4月單月營收成長率較去年同期增加86.98%；115年累計營收成長率較去年同期增加76.5
5388,中磊,上市,65.5,86.5,87.3,84.9,-2.75,北美市場訂單增溫
2449,京元電子,上市,34.5,36.0,299.5,291.0,-2.84,"以上不含停業部門營收:115年4月0仟元暨114年4月0仟元;115年1~4月0仟元暨114年1~4月985,800仟元"
3006,晶豪科,上市,349.2,188.1,222.0,214.5,-3.38,本期營收較前期成長係因產品市場需求復甦
2101,南港,上市,150.6,438.1,33.6,32.45,-3.42,本公告係屬自結數，如與公告財報有所差異請以財報為準，另115.4月營建收入14億/累積營建收入50億元。
6952,大武山,上市,53.8,63.8,37.05,35.75,-3.51,本期產蛋率提升並透過併購及技術移轉增加牧場產蛋量，以及食品加工之新廠房加入運作。
4440,宜新實業,上市,34.3,58.7,17.95,17.3,-3.62,-
2515,中工,上市,52.6,30.2,13.2,12.7,-3.79,碧硯閣陸續交屋，去年同期無房地銷售收入所致。
3715,定穎投控,上市,31.2,41.9,181.5,174.5,-3.86,-
7631,聚賢研發-創,上市,68.8,55.4,128.5,123.5,-3.89,本月營收較去年同期成長，主要受惠於新加坡訂單挹注。
2545,皇翔,上市,102.1,95.5,38.95,37.4,-3.98,因本期泱美完工認列且本期銷售成屋較佳
4540,全球傳動,上市,33.3,75.0,69.5,66.5,-4.32,傳動系統元件產品訂單需求上升，使本期營業收入增加。
2363,矽統,上市,87.2,30.9,61.0,58.3,-4.43,季節性影響及新增合併個體廈門凌陽華芯科技股份有限公司營收
2345,智邦,上市,53.9,44.4,2590.0,2475.0,-4.44,客戶需求增加
6177,達麗,上市,264.8,154.4,47.05,44.95,-4.46,本期營收較去年同期上升，主係本期「武東段二」完工過戶所致。
2022,聚亨,上市,58.7,52.5,8.27,7.89,-4.59,主要係因泰國鋼鐵內需市場回溫及地震影響對有認證之鋼筋需求增加，又受匯率變動影響，致合併營收增長
2460,建通,上市,57.6,50.1,33.0,31.2,-5.45,係因端子產品訂單穩定回流及特殊新型銅材業務量持續增量。
3036,文曄,上市,78.7,118.9,264.5,250.0,-5.48,主要受惠於資料中心、通訊及工業應用需求成長
6994,富威電力,上市,41.2,186.9,64.3,60.6,-5.75,依進度認列工程收入
3266,昇陽,上市,78.5,129.9,13.55,12.65,-6.64,因營建收入受政策、全部完工法及建案規模不同等影響，故營收波動較大。
3432,台端,上市,39.4,297.5,19.95,18.6,-6.77,主係因增加新產品出貨所致
2374,佳能,上市,62.5,92.2,80.5,74.7,-7.20,今年較去年同期及累計成長超過50%，主係影像視覺產品、光學相關模組及因客戶專案出貨轉趨穩健。
2465,麗臺,上市,175.8,83.1,86.9,80.6,-7.25,本月及本年累計營收較去年同期分別增加175.8%及114.63%，主係受惠於全球市場之人工智能應用相關產品需求所致。
5525,順天,上市,1375.8,1247.9,23.4,21.55,-7.91,本月及本年累計營收較去年同期增加，係因今年母公司ONE 33及緮華完工交屋收入所致
6657,華安,上市,89.9,50.2,39.9,36.5,-8.52,主係勞務收入成長
1316,上曜,上市,115.5,111.2,11.45,10.45,-8.73,主因子公司營收上升，致本月及本年度營收較去年同期增加。
2337,旺宏,上市,153.7,96.5,159.5,145.5,-8.78,受市場需求增加影響。
6861,睿生光電,上市,39.7,52.6,389.0,352.0,-9.51,-
2451,創見,上市,594.4,380.6,343.5,306.0,-10.92,本月營收較去年同期增加主係市場價格上漲所致
6426,統新,上市,76.5,70.0,260.0,231.0,-11.15,市場需求漸回溫
4934,太極,上市,108.4,152.1,18.3,16.2,-11.48,受惠於子公司營收挹注，本月及累計營收較去年同期成長。
3530,晶相光,上市,39.1,52.4,69.5,61.5,-11.51,因監控系列產品營收較去年同期大幅成長所致。
1597,直得,上市,71.0,38.5,182.0,160.0,-12.09,訂單需求增加
2388,威盛,上市,84.8,69.4,76.7,66.4,-13.43,銷貨增加
7786,東方風能,上市,52.3,80.5,139.5,120.5,-13.62,因施工季專案業務帶動。
4576,大銀微系統,上市,40.3,49.5,250.5,214.0,-14.57,-
6515,穎崴,上市,50.5,69.2,10090.0,8610.0,-14.67,受惠於全球AI及HPC客戶需求強勁高階測試座 Coaxial Socket及 MEMS 探針卡持續拉貨，本月營收變動達5
8271,宇瞻,上市,360.8,292.7,256.0,217.0,-15.23,本月營收較去年同期增加係因市場價格大幅上漲所致
7822,倍利科,上市,78.0,83.0,1295.0,1085.0,-16.22,本月認列設備營收較前期多
7750,新代,上市,94.9,48.6,2795.0,2215.0,-20.75,114年開發客戶，穩固市場關係策略成功，成果持續發酵相較去年表現優異。
2548,華固,上市,28466.0,81838.8,129.5,101.5,-21.62,本公司截至04月累計營收較去年同期增加，係因本年度認列交屋金額較高所致。
3443,創意,上市,156.8,33.5,5730.0,4310.0,-24.78,主要為晶圓產品收入增加
