代號,名稱,市場,當月YoY%,上月YoY%,收盤2026-06-11,收盤2026-07-13,報酬%,備註
9906,欣巴巴,上市,75.9,995635.7,43.7,40.1,-8.24,本月營收與去年同期之差異，主係本月新個案仍持續入帳。
8112,至上,上市,253.2,56.0,95.5,87.5,-8.38,營收大幅成長，主要係記憶體等零組件價格持續上漲，伺服器及手機客戶拉貨動能強勁所致。
7721,微程式,上市,72.3,49.6,75.8,69.3,-8.58,本月營收增加，主要是電子支付營收增加
2347,聯強,上市,129.3,83.3,90.8,82.5,-9.14,本月營收較去年同期增加129%，主係受惠於AI建置熱潮帶動資料中心相關產品市場需求所致；另自結數前期調整列入累計營收
3036,文曄,上市,152.7,78.7,232.5,211.0,-9.25,主要受惠於資料中心、通訊及工業應用需求成長
3229,晟鈦,上市,59.8,56.3,42.55,38.3,-9.99,本月因客戶需求增加，出貨量增加
6152,百一,上市,78.6,116.9,14.7,13.2,-10.20,客戶需求增加
3054,立萬利,上市,786.0,2134.0,67.2,60.3,-10.27,主係因本期產品結構改變致銷售金額增加。
8021,尖點,上市,86.3,63.2,570.0,508.0,-10.88,本月增減百分比或本年增減百分比達50%以上：主要係市場需求增加所致。
3708,上緯投控,上市,70.6,37.3,118.5,105.0,-11.39,循環經濟材料需求增加
3305,昇貿,上市,71.4,60.2,140.0,123.5,-11.79,銷售量增加及原料價格上漲
2308,台達電,上市,43.6,43.9,2160.0,1890.0,-12.50,-
3715,定穎投控,上市,69.1,31.2,166.0,144.0,-13.25,主係客戶需求增加所致
6861,睿生光電,上市,66.4,39.7,303.5,263.0,-13.34,客戶需求增加及產品組合變化
2353,宏,上市,36.5,68.4,36.9,31.95,-13.41,-
2451,創見,上市,469.8,594.4,292.0,252.5,-13.53,本月營收較去年同期增加主係市場價格上漲所致
3135,凌航,上市,234.5,607.8,193.0,165.0,-14.51,市場價格上漲及需求增加。
2025,千興,上市,562.4,112.0,13.9,11.85,-14.75,本月及本年累計營收較去年同期增加，除鎳價上漲帶動不袗價調漲接單意願提高，另一因素為去年基期較低，造成增加數大幅成長。
3025,星通,上市,134.6,76.5,69.7,59.4,-14.78,東南亞出貨增加
2543,皇昌,上市,86.1,62.1,46.8,39.75,-15.06,新承攬工程進入施工期，致本期營收較去年同期增加。
6515,穎崴,上市,119.8,50.5,8720.0,7375.0,-15.42,受惠於全球AI及HPC客戶需求強勁，高階測試座Coaxial Socket及MEMS探針卡持續拉貨，本月營收變動達50%
2360,致茂,上市,133.1,128.9,2190.0,1850.0,-15.53,營運續強，訂單續增
4967,十銓,上市,112.6,78.6,277.5,229.5,-17.30,因出貨量增加及銷售單價上漲所致。
5522,遠雄,上市,191.6,743.3,80.0,66.1,-17.38,本月及截至本月累計營收較去年同期增加，主要係交屋量較去年同期完工可交屋成屋量增加所致
6805,富世達,上市,37.2,59.0,1750.0,1410.0,-19.43,較去年同期客戶需求增加
2072,世紀風電,上市,81.1,78.3,182.0,144.5,-20.60,本月營收較去年本月增加，主要係因本月承接工程案件依進度認列收入較高所致
3528,安馳,上市,66.8,83.2,117.0,92.8,-20.68,AI伺服器應用帶動測試相關需求增加，週邊電源應用及工控需求上升。
2368,金像電,上市,87.3,58.4,1345.0,1045.0,-22.30,接單量增加
4739,康普,上市,140.9,96.2,123.5,94.9,-23.16,本月營收及累計營收較去年同期增加，主係動力電池材料銷售增加。
